"lat","lon","year","ID","mean_temp","mean_diurnal_range","max_temp_warmest_month","min_temp_coldest_month","annual_range_temp","annual_mean_precip","highest_monthly_precip","annual_avg_vapor_pressure","highest_vapor_pressure_month","lowest_vapor_pressure_month"
33.8303,-116.5453,1991,1,21.8384794520548,17.5415068493151,47.88,-5.28,47.972,148.984,58.73,755.172175342466,1551.32032258065,314.261612903226
33.6846,-117.8265,1991,2,17.7060465753425,11.6030630136986,39.07,-1.01,37.55,226.516,81.23,796.624098630137,1378.49258064516,430.464516129032
33.9317,-117.5487,1991,3,18.5639506849315,15.0240438356164,41.59,-2.75,41.648,239.78,90.768,751.50922739726,1314.89935483871,362.633870967742
32.792,-115.5631,1992,4,23.3522657534247,16.5846849315068,48.19,-2.68,46.158,74.652,30.912,788.59282739726,1363.86967741935,307.466451612903
32.86113,-114.4398,2000,5,23.7584465753425,16.0750739726027,47.51,0.12,45.178,57.654,27.266,818.476756164384,1519.03483870968,336.936774193548
31.3382397,-94.7290993,2002,6,19.5688520547945,12.785298630137,43.21,-8.11,46.718,1412.342,292.608,1654.88297534247,2783.96290322581,657.192580645161
30.237375,-98.62646,2002,7,19.3688712328767,13.4259068493151,42.77,-9.86,46.604,901.402,229.218,1431.27677808219,2599.70483870968,439.7075
37.723794,-121.900972,2002,8,15.6131150684932,11.7144602739726,41.37,-3.48,41.25,501.524,184.222,823.990887671233,1225.15466666667,485.865161290323
37.7788852846154,-121.328581094872,2002,9,16.5192438356164,14.2980273972603,42.38,-6.12,43.788,399.8,142.298,773.475873972603,1260.98033333333,428.124838709677
29.828422,-99.67691,2002,10,18.8568246575342,13.8801150684932,40.72,-11.5,46.584,881.618,262.548,1395.91328219178,2501.19633333333,353.791428571429
33.333333,-117.416667,2003,11,17.200304109589,10.1718849315068,34.64,1.17,30.738,226.06,92.27,814.730268493151,1415.1035483871,409.50064516129
31.801847,-106.424608,2003,12,18.4131753424658,16.7998520547945,41.02,-10.58,47.856,136.352,42.096,646.418969863014,1698.60516129032,196.475161290323
31.555357,-110.349754,2003,13,16.663898630137,16.5986575342466,38.6,-10.39,45.9,439.884,145.476,847.822734246575,1867.79290322581,225.076774193548
32.741389,-117.198056,2003,14,16.8768273972603,6.84999452054795,31.59,2.99,26.198,163.106,72.302,858.801046575343,1405.89967741935,422.541612903226
34.120278,-119.121111,2003,15,16.0259315068493,9.16182465753425,33.71,1.5,28.86,264.932,114.114,808.721309589041,1437.91032258065,406.342333333333
29.8649318181818,-81.3577,2004,16,20.9348630136986,10.2592712328767,36.8,-4.45,38.484,1441.442,331.898,1914.39268493151,2856.71870967742,822.892580645161
29.7014714285714,-81.4550285714286,2004,17,21.0771369863014,10.9906575342466,36.72,-4.57,38.606,1434.914,338.896,1879.21254246575,2828.51935483871,814.088709677419
30.1835888888889,-81.4017,2004,18,20.7585479452055,9.85704109589041,37.47,-5.48,39.2,1293.184,295.882,1923.72536986301,2876.87033333333,814.799677419355
30.0434818181818,-81.5907545454545,2004,19,20.7230849315069,10.9518575342466,37.39,-5.59,39.604,1352.4,324.012,1853.01533150685,2811.17870967742,787.016129032258
37.723794,-121.900972,2004,20,15.9411643835616,12.0064054794521,40.87,-1.44,40.338,436.838,155.52,828.300630136986,1197.33193548387,524.778
33.333333,-117.416667,2004,21,17.2972465753425,10.2465917808219,37.46,1.17,31.428,279.818,114.504,874.343912328767,1415.1035483871,469.284666666667
32.5150621111111,-106.695154444444,2004,22,16.6413068493151,17.2019890410959,40.13,-12.26,49.176,234.424,68.512,681.090367123288,1986.63774193548,210.697096774194
31.801847,-106.424608,2004,23,18.3062136986301,16.3745643835616,40.44,-10.58,47.744,162.664,45.56,670.991901369863,1698.60516129032,196.475161290323
31.555357,-110.349754,2004,24,16.5548684931507,16.276104109589,38.6,-10.39,46.018,441.436,128.18,865.107035616438,1838.46870967742,266.922903225806
35.952226,-121.23065,2004,25,14.6903945205479,13.1601534246575,36.15,-2.71,36.51,703.374,249.66,763.912131506849,1296.92483870968,393.761935483871
36.333056,-119.951944,2004,26,18.0885232876712,15.1347452054795,42.78,-2.39,43.562,192.192,57.214,728.065046575342,1081.26419354839,373.939666666667
33.79,-118.051389,2004,27,17.9388493150685,9.65090410958904,38.2,2.62,31.132,287.402,116.686,928.199501369863,1474.44935483871,509.990333333333
32.0755051538462,-106.174574461538,2004,28,17.5950684931507,16.7847342465753,40.43,-10.31,48.31,164.056,47.016,617.061528767123,1380.19935483871,190.500322580645
32.4039842,-106.1485966,2004,29,16.9729068493151,16.9407506849315,40.36,-11.28,49.1,185.694,46.708,617.634263013699,1528.91580645161,199.074516129032
34.120278,-119.121111,2004,30,16.0963780821918,9.46727671232877,34.62,1.5,29.002,289.36,120.008,829.169408219178,1437.91032258065,406.342333333333
32.86113,-114.4398,2004,31,23.8626712328767,15.940104109589,47.21,-0.28,45.848,48.198,25.284,807.001556164384,1476.46225806452,330.184516129032
30.1523181818182,-81.3920818181818,2005,32,20.8025917808219,9.74333150684931,36.24,-5.38,38.306,1399.914,270.272,1939.1293260274,3030.90419354839,814.898387096774
29.8550666666667,-81.3248066666667,2005,33,21.032498630137,9.87236164383562,36.15,-4.17,37.424,1546.012,300.134,1957.99101917808,3016.22,829.581290322581
30.0372833333333,-81.58935,2005,34,20.7705534246575,10.6578849315068,36.62,-5.57,38.522,1441.584,287.294,1886.13338630137,2950.19838709677,788.359032258065
37.723794,-121.900972,2005,35,16.0013150684932,12.0432,40.87,-1.44,39.91,450.696,157.798,830.058646575342,1307.02774193548,496.615483870968
33.333333,-117.416667,2005,36,17.3044657534247,10.3804602739726,37.46,1.17,32.176,333.808,135.906,880.070531506849,1415.1035483871,469.284666666667
31.801847,-106.424608,2005,37,18.1522602739726,16.230602739726,41.35,-10.58,48.692,188.326,53.142,689.099632876712,1619.04566666667,196.475161290323
31.555357,-110.349754,2005,38,16.594304109589,16.022997260274,38.78,-10.39,46.046,383.702,105.984,859.330673972603,1870.95387096774,259.937096774194
35.952226,-121.23065,2005,39,14.8909150684932,13.7227835616438,37.7,-2.71,36.976,725.042,229.804,751.068082191781,1296.92483870968,391.434193548387
32.079747,-106.178354,2005,40,17.4847123287671,16.6239342465753,40.74,-11.15,49.286,194.596,51.212,644.162734246575,1594.60633333333,190.408064516129
32.4039842,-106.1485966,2005,41,16.9090082191781,16.743101369863,40.36,-11.92,50.01,204.308,58.824,627.815610958904,1569.784,199.074516129032
34.120278,-119.121111,2005,42,16.0765342465753,9.47443835616438,35.18,1.5,30.022,341.134,136.966,854.096438356164,1437.91032258065,460.728333333333
32.86113,-114.4398,2005,43,23.8335917808219,15.8446082191781,47.54,-0.96,46.392,54.354,29.254,806.955298630137,1456.36129032258,330.184516129032
30.0348769230769,-81.5874615384615,2006,44,20.8291452054795,10.7713753424658,36.62,-5.57,38.502,1352.088,246.256,1869.84463013699,2950.19838709677,788.359032258065
29.8868846153846,-81.3272923076923,2006,45,21.1192493150685,9.94945753424657,36.56,-4.27,37.516,1366.744,240.022,1934.93500821918,3032.77935483871,833.475806451613
30.1842625,-81.402475,2006,46,20.8785589041096,9.81846575342466,36.68,-5.52,38.362,1278.664,225.458,1930.62522739726,3044.80193548387,815.688064516129
32.476667,-106.795278,2006,47,15.868397260274,16.6574410958904,39.46,-12.56,49.408,333.234,84.802,712.773123287671,1695.85903225806,213.1225
31.801847,-106.424608,2006,48,18.0998328767123,16.1349315068493,41.35,-10.58,49.182,274.812,90.906,757.490460273973,2300.49935483871,199.735806451613
32.079747,-106.178354,2006,49,17.4209726027397,16.5620547945205,40.74,-11.15,49.54,272.138,80.094,705.639063013699,2148.29225806452,190.408064516129
29.8755444444444,-81.3278222222222,2007,50,21.1422575342466,9.97024657534246,36.49,-4.22,37.382,1368.752,279.838,1938.18824657534,3018.86612903226,829.654516129032
30.0475692307692,-81.5968538461538,2007,51,20.8776602739726,10.7625315068493,36.39,-5.63,38.27,1308.104,243.208,1866.4514739726,2953.28516129032,784.56935483871
29.7014714285714,-81.4550285714286,2007,52,21.1193808219178,10.8699616438356,36.47,-3.89,37.594,1338.324,274.876,1875.38335342466,2923.88580645161,814.088709677419
29.861025,-81.504125,2007,53,21.0129342465753,10.7399506849315,36.45,-4.42,37.768,1366.498,274.898,1878.15628493151,2940.06193548387,808.103870967742
30.1835888888889,-81.4017,2007,54,20.9491397260274,9.8393205479452,36.66,-5.48,38.166,1258.166,242.042,1936.28655890411,3039.61870967742,814.799677419355
32.476667,-106.795278,2007,55,15.7294054794521,16.6775178082192,39.46,-12.56,49.628,354.45,82.58,733.560093150685,1830.85677419355,213.1225
31.801847,-106.424608,2007,56,18.0447890410959,16.0594082191781,41.35,-10.58,49.09,290.456,91.278,784.05335890411,2300.49935483871,199.735806451613
32.079747,-106.178354,2007,57,17.3089890410959,16.6021863013699,40.74,-11.15,49.424,267.116,79.078,689.295446575342,2148.29225806452,190.408064516129
34.120278,-119.121111,2007,58,16.3151835616438,9.9053698630137,35.71,-0.32,31.532,315.256,126.598,833.119287671233,1438.05709677419,463.71
29.7014714285714,-81.4550285714286,2008,59,21.1354465753425,10.906597260274,36.47,-1.86,37.388,1327.882,312.196,1866.82379178082,2923.88580645161,965.905483870968
29.8791222222222,-81.3692166666667,2008,60,21.1178356164384,10.1742356164384,36.41,-1.71,37.248,1368.364,310.874,1916.37732054795,2993.85548387097,975.617096774194
30.1854,-81.4018555555556,2008,61,21.0102465753425,9.82924931506849,36.68,-2.28,37.696,1289.504,264.514,1941.56649315068,3044.80193548387,971.006129032258
30.0420090909091,-81.5908909090909,2008,62,20.9116164383562,10.7792328767123,36.42,-2.21,37.84,1291.326,263.378,1865.95425753425,2956.74290322581,954.260967741935
26.60668,-81.87665,2008,63,23.5716767123288,11.116504109589,36.22,-0.54,34.278,1383.298,335.22,2014.18447671233,3085.62032258065,721.785161290323
26.34015,-81.7805,2008,64,23.7021150684931,10.6058301369863,35.83,-0.14,33.342,1404.688,353.762,2069.05338630137,3101.51580645161,859.586129032258
26.4846,-82.1672,2008,65,23.7179479452055,9.6693095890411,35.7,0,32.892,1212.388,318.232,2123.06509041096,3139.82838709677,849.714193548387
26.6111,-81.6029,2008,66,23.3830630136986,11.7085369863014,36.07,-0.82,34.548,1430.284,355.11,1973.01073424658,3040.91258064516,750.383548387097
36.1961434782609,-115.248550724638,2008,67,19.6589671232877,14.0592931506849,46.24,-6.48,48.812,156.392,46.352,800.800701369863,1349.34258064516,256.845806451613
36.095753125,-115.07953125,2008,68,20.9462,13.8601150684932,47.56,-5.02,48.892,141.642,42.77,859.907052054794,1483.19612903226,282.268709677419
36.6618333333333,-114.6065,2008,69,20.3073068493151,16.6881698630137,48.16,-6.85,51.494,144.038,46.676,748.120964383562,1277.8035483871,257.095161290323
36.8006,-114.067,2008,70,20.2105863013699,17.154498630137,48.69,-7.74,52.656,196.562,66.392,795.605249315068,1259.18,262.866071428571
33.333333,-117.416667,2008,71,17.6880931506849,10.9532054794521,38.51,-0.1,34.934,338.15,122.322,888.700953424658,1398.52322580645,524.33
32.476667,-106.795278,2008,72,15.4469726027397,16.6256821917808,39.23,-11.55,49.266,384.088,104.108,771.926169863014,1844.23903225806,183.017741935484
31.801847,-106.424608,2008,73,17.8477397260274,16.0035671232877,41.35,-9.26,48.74,336.49,116.51,847.040498630137,2300.49935483871,228.000322580645
32.079747,-106.178354,2008,74,17.1000931506849,16.5673424657534,40.74,-11.15,49.122,310.504,98.44,746.766471232877,2148.29225806452,202.054516129032
29.7723555555556,-81.36,2009,75,21.2528383561644,10.2897095890411,36.44,-2.85,37.62,1376.696,313.75,1917.62488219178,2974.92612903226,1012.12935483871
30.0559111111111,-81.6113,2009,76,20.9735479452055,10.7916438356164,36.38,-3.62,38.29,1344.686,250.858,1878.63978082192,2954.74322580645,959.339285714286
30.1529727272727,-81.3980818181818,2009,77,21.0785726027397,9.84506849315068,36.62,-3.26,38.058,1463.948,272.072,1949.79671232877,3030.90419354839,998.434285714286
29.91192,-81.50052,2009,78,21.1375506849315,10.6138191780822,36.52,-3.15,37.952,1383.086,306.736,1894.93471232877,2958.62806451613,986.541428571429
26.5849133333333,-81.88326,2009,79,23.6785232876712,11.0243561643836,36.18,-0.83,34.838,1334.18,320.468,2001.04614794521,3089.22225806452,727.936774193548
26.39805,-81.7781,2009,80,23.7413589041096,10.7699616438356,36.01,-0.2,34.128,1364.57,333.856,2021.36524383562,3099.36548387097,708.255161290323
26.61555,-81.6357,2009,81,23.4458164383562,11.6929479452055,36.04,-1.64,35.312,1430.348,328.66,1955.74208219178,3044.48387096774,700.157333333333
26.4846,-82.1672,2009,82,23.8093589041096,9.64223561643836,35.69,0,33.412,1178.172,320.938,2098.23864109589,3139.82838709677,762.222258064516
36.1072160493827,-115.076654320988,2009,83,21.2021178082192,13.9592383561644,47.78,-4.89,49.184,100.362,36.476,822.522761643836,1506.81,283.582258064516
36.1504423076923,-115.306807692308,2009,84,18.6633095890411,14.1011835616438,45.14,-7.63,48.63,147.782,51.852,727.206739726027,1242.79709677419,241.151290322581
36.2146807692308,-115.227076923077,2009,85,19.9014794520548,14.1464547945205,46.45,-6.24,48.846,118.618,41.592,762.781720547945,1370.7964516129,258.527741935484
36.5464,-114.443,2009,86,21.1392739726027,16.6190630136986,48.86,-6.19,52.118,108.8,43.724,749.384854794521,1365.1864516129,269.234516129032
35.1353,-114.634,2009,87,22.9998712328767,15.8423178082192,49.91,-3.52,49.8,101.622,38.43,852.822920547945,1583.32032258065,335.927096774194
36.6987,-114.669,2009,88,20.098597260274,16.5159342465753,47.87,-7.09,51.364,109.562,39.604,701.753649315069,1273.33258064516,262.6675
36.915,-116.752,2009,89,17.0975726027397,15.7277479452055,43.95,-10.13,51.168,100.31,44.458,576.778624657534,1110.17967741935,222.839677419355
35.1058,-115.646,2009,90,18.8795945205479,14.2552,45.38,-9.44,48.752,147.356,59.476,734.749336986301,1269.73225806452,276.177096774194
36.7567,-115.169,2009,91,12.5161589041096,11.0073424657534,36.93,-15.75,46.482,297.976,106.376,673.260021917808,1444.25322580645,318.641
35.153,-115.32,2009,92,15.366698630137,11.0500109589041,40.32,-10.39,44.998,191.622,70.288,681.118493150685,1195.41774193548,240.259677419355
32.476667,-106.795278,2009,93,15.5184767123288,16.7624876712329,39.23,-11.55,49.19,358.486,106.696,764.417490410959,1844.23903225806,183.017741935484
31.801847,-106.424608,2009,94,17.9533616438356,16.2288931506849,41.35,-9.26,48.53,323.724,116.294,846.201753424658,2300.49935483871,228.000322580645
32.079747,-106.178354,2009,95,17.1861095890411,16.817895890411,40.74,-11.15,48.972,306.834,101.948,763.191539726027,2148.29225806452,202.054516129032
32.4039842,-106.1485966,2009,96,16.6633917808219,16.9141260273973,40.4,-11.92,49.446,365.908,120.508,796.926016438356,2072.98225806452,215.979032258065
29.8266615384615,-81.3504769230769,2010,97,21.0944273972603,10.303802739726,37.36,-4.4,38.666,1246.412,307.49,1919.70487671233,3054.09870967742,751.640322580645
29.90838,-81.53476,2010,98,20.9785260273973,10.9398356164384,37.35,-4.65,39.056,1281.432,292.662,1879.23156164384,3022.08935483871,722.99
30.1476571428571,-81.3993428571429,2010,99,20.9090821917808,10.0384602739726,37.64,-4.52,38.98,1315.032,261.196,1928.98749041096,3050.57,752.466129032258
30.0921,-81.64025,2010,100,20.8599342465753,11.0940164383562,37.55,-5.09,39.58,1256.538,268.788,1860.23038356164,3042.80516129032,702.84064516129
26.6592625,-81.7890625,2010,101,23.2988684931507,11.5746684931507,36.19,-1.82,36.024,1324.108,275.212,1953.41873424658,3037.81129032258,697.557741935484
26.5328125,-81.91435,2010,102,23.5581698630137,10.8577863013699,36.1,-0.74,35.196,1235.714,285.398,2006.55255342466,3107.44580645161,734.20064516129
26.3805333333333,-81.7807333333333,2010,103,23.5183123287671,10.8134136986301,35.95,-0.92,34.716,1287.578,292.934,2004.78254794521,3055.26322580645,709.155806451613
26.4846,-82.1672,2010,104,23.6959643835616,9.71089863013699,36.48,0,34.09,1086.954,282.864,2090.4528109589,3197.30870967742,762.222258064516
36.1053445652174,-115.102967391304,2010,105,20.7938301369863,13.8279890410959,47.39,-5.17,48.746,91.754,32.836,788.481073972603,1549.59612903226,277.240322580645
