"lat","lon","year","ID","mean_temp","mean_diurnal_range","max_temp_warmest_month","min_temp_coldest_month","annual_range_temp","annual_mean_precip","highest_monthly_precip","annual_avg_vapor_pressure","highest_vapor_pressure_month","lowest_vapor_pressure_month"
37.167,-120.25,1991,1,17.0880657534247,15.8161753424658,42.89,-8.26,46.52,261.868,89.526,730.108295890411,1146.90161290323,352.898666666667
35.416,-119.066,1992,2,18.7155534246575,15.2200493150685,43,-8.38,45.502,169.814,69.408,708.684175342466,1083.75935483871,310.834516129032
36.333,-119.303,1992,3,17.8813232876712,15.3115671232877,43.35,-7.2,44.772,246.698,98.902,744.068432876712,1268.44322580645,342.220967741935
36.8165,-120.072,1992,4,17.5164109589041,15.3695342465753,42.47,-8.17,45.416,235.698,88.754,724.823780821918,1201.66612903226,358.982666666667
37.3,-121.017,1992,5,17.0500602739726,14.6148273972603,41.45,-8.21,45.06,227.036,80.484,711.781238356164,1242.339,336.345483870968
37.7,-122.2,1992,6,15.2651698630137,10.2317753424658,38.57,-4.46,35.268,386.97,128.044,854.277452054794,1310.91266666667,492.621
38,-121.738,1992,7,16.3450164383562,14.322602739726,42.03,-7.37,43.654,298.972,95.82,738.217501369863,1203.16266666667,404.379666666667
39.7,-121.79,1992,8,16.9579561643836,14.8886904109589,44.08,-7.92,46.38,637.058,230.296,911.871298630137,1879.15129032258,466.24
36.7777776666667,-119.888888666667,2000,9,17.457298630137,14.6529205479452,43.7,-6.82,44.94,362.598,125.052,797.605978082192,1418.11366666667,309.118709677419
35.2134943333333,-90.0339336666667,2002,10,16.6626602739726,11.5626684931507,40.35,-13.36,48.226,1386.966,248.056,1494.0534630137,2807.49064516129,437.383225806452
31.586,-90.452,2005,11,18.402304109589,12.4507890410959,36.35,-9.59,42.87,1675.824,282.024,1592.17824657534,2615.11419354839,605.232580645161
32.311,-90.174,2005,12,18.1217808219178,12.2287780821918,37.48,-10.92,44.448,1538.508,223.216,1584.24317808219,2666.27548387097,595.806129032258
33.333,-89.753,2005,13,16.9154931506849,12.7164438356164,38.26,-12.77,46.09,1637.204,246.62,1456.48937534247,2596.48032258064,519.302903225806
34.324,-89.945,2005,14,16.7458219178082,12.3142630136986,38.58,-13.69,47.294,1584.054,260.95,1466.55996164384,2629.56677419355,496.403870967742
35.077,-90.06,2005,15,16.5260219178082,11.3674301369863,37.48,-13.3,47.418,1508.03,254.634,1503.69835068493,2778.04709677419,495.087741935484
35.94,-89.911,2005,16,15.8082849315068,10.9358794520548,37.69,-14.3,48.026,1290.126,216.602,1458.31711232877,2756.53709677419,465.360967741935
36.427,-119.689,2005,17,17.8961726027397,14.7090684931507,42.16,-2.5,43.324,224.944,56.164,755.461035616438,1172.5235483871,376.086
36.609,-120.189,2005,18,17.7283835616438,15.4030684931507,43.06,-2.87,43.806,245.87,70.798,741.154263013699,1237.27387096774,351.661666666667
36.628,-119.306,2005,19,18.7212931506849,14.3808767123288,44.1,-1.31,43.048,425.45,114.268,917.337797260274,1627.59935483871,426.814
36.882,-89.587,2005,20,14.6328684931507,11.3093424657534,36.3,-18.32,50.69,1418.748,240.446,1344.78447123288,2657.96322580645,408.411290322581
36.895,-119.771,2005,21,18.0287589041096,15.3490465753425,43.02,-2.79,44.38,337.642,93.116,800.473715068493,1339.41032258065,374.390666666667
38,-88.924,2005,22,13.5252383561644,11.6292821917808,37.16,-21.44,54.414,1162.318,207.584,1235.62736438356,2500.31322580645,367.221290322581
39.118,-88.557,2005,23,12.4575643835616,11.4616164383562,37.33,-23.75,54.72,1056.208,223.692,1161.37940273973,2365.03870967742,329.545806451613
40.117,-88.265,2005,24,11.0511561643836,11.6136767123288,36.37,-25.44,56.048,1047.23,174.896,1069.0350739726,2229.2664516129,278.633870967742
33.807,-84.36,2007,25,16.6031178082192,12.1488109589041,38.48,-13.16,45.284,1347.23,257.594,1418.90181369863,2592.90548387097,569.415483870968
35.743,-78.626,2007,26,15.9312465753425,12.1584054794521,38.84,-11.37,46.298,1251.5,233.018,1390.21884383562,2643.02709677419,522.771935483871
38.854,-77.195,2007,27,13.2419205479452,10.8618684931507,37.51,-14.57,48.214,1308.434,233.546,1236.73036712329,2439.83,388.913571428571
40.233,-74.766,2007,28,12.1445863013699,11.0199890410959,36.53,-17.52,50.112,1310.478,240.514,1156.12130410959,2288.46612903226,366.113214285714
40.796,-73.778,2007,29,12.6454657534247,8.62781917808219,37.58,-16.63,48.544,1359.216,275.286,1285.97593972603,2538.22806451613,381.664193548387
41.7049,-87.5644,2012,30,10.9134575342466,9.25674520547945,38.96,-26.03,55.562,1173.112,215.636,1155.69044931507,2581.17322580645,256.200967741935
35.554301,-77.3948755,2016,31,16.7052712328767,11.5451726027397,38.43,-12.58,46.364,1517.99,243.024,1497.05475068493,2757.06967741935,492.818571428571
38.89126,-77.026,2019,32,14.6279780821918,10.3758575342466,37.45,-16.23,49.634,1198.336,223.228,1396.65396164384,2626.30741935484,354.381428571429
38.84722,-77.0118,2020,33,14.7015726027397,10.2524602739726,37.23,-15.16,47.994,1265.992,205.5,1397.79503013699,2731.33838709677,466.427419354839
39.177785,-76.9647,2020,34,13.4129561643836,10.1133095890411,36.1,-16.62,48.886,1279.732,212.152,1289.53906849315,2524.7235483871,425.528709677419
40.649387,-112.296753,2021,35,12.2970082191781,13.0191342465753,41.27,-21.16,54.776,337.476,67.722,693.526219178082,1456.71096774194,348.299032258065
40.747503,-111.967566,2021,36,12.8968767123288,12.1078575342466,40.45,-18.72,52.182,393.022,84.75,794.596104109589,1995.49483870968,352.82
30.60044,-96.26893,2023,37,20.8102301369863,12.418904109589,42.69,-15.24,46.576,996.086,194.72,1785.83096986301,3201.73580645161,753.41
38.904465,-121.306331,2023,38,17.2565342465753,15.3638191780822,46.29,-3.5,45.778,556.952,203.96,814.203939726027,1373.50833333333,384.344838709677
39.057753,-77.130547,2023,39,13.8770575342466,10.6057315068493,36.13,-15.79,47.046,1196.622,201.924,1290.53436712329,2553.96322580645,444.624516129032
39.166466,-121.598446,2023,40,17.5916575342466,15.2889260273973,45.81,-3.08,44.878,533.61,199.406,814.0328,1579.902,379.031290322581
40.536582,-74.7103575,2023,41,12.4774767123288,11.6332767123288,37.37,-17.56,50.44,1345.912,214.93,1146.35323287671,2312.96580645161,375.64935483871
40.74804853,-111.9678782,2023,42,12.6419068493151,12.2653479452055,40.73,-15.49,52.886,405.014,79.082,781.562734246575,1995.49483870968,352.82
46.193,-119.899,2023,43,11.6745205479452,13.0185534246575,44.31,-15.51,53.562,177.168,40.85,536.433978082192,845.990333333333,289.616
